date,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_source
2024-08-05,7232.23,7237.68,7415.66,7225.45,12269453,29880257275.0,2.63,-0.1,-7.29,1.24,index_zh_a_hist
2024-08-06,7278.41,7323.63,7365.5,7252.26,9676725,23801283194.8,1.56,1.19,85.95,0.97,index_zh_a_hist
2024-08-07,7308.44,7275.57,7325.33,7238.2,7419199,18231155283.3,1.19,-0.66,-48.06,0.75,index_zh_a_hist
2024-08-08,7268.64,7306.23,7376.28,7265.8,8961532,21650061473.9,1.52,0.42,30.66,0.9,index_zh_a_hist
2024-08-09,7316.79,7187.18,7356.08,7187.18,8316635,19994558193.9,2.31,-1.63,-119.05,0.84,index_zh_a_hist
2024-08-12,7183.51,7275.89,7333.94,7172.69,9445990,22425840305.3,2.24,1.23,88.71,0.95,index_zh_a_hist
2024-08-13,7266.29,7214.53,7269.62,7151.32,8214459,19436544746.5,1.63,-0.84,-61.36,0.83,index_zh_a_hist
2024-08-14,7207.74,7101.79,7207.74,7083.06,6508670,15552295690.4,1.73,-1.56,-112.74,0.66,index_zh_a_hist
2024-08-15,7093.35,7143.64,7215.51,7083.87,7430995,17589736188.9,1.85,0.59,41.85,0.75,index_zh_a_hist
2024-08-16,7125.39,7146.91,7156.97,7069.91,7069278,17315204926.7,1.22,0.05,3.27,0.71,index_zh_a_hist
2024-08-19,7144.1,7083.77,7211.7,7077.44,7248602,17003232668.3,1.88,-0.88,-63.14,0.73,index_zh_a_hist
2024-08-20,7080.7,6988.65,7081.37,6968.56,6701842,15911023273.6,1.59,-1.34,-95.12,0.67,index_zh_a_hist
2024-08-21,6973.38,6939.61,7021.15,6936.24,5803629,13854805129.5,1.21,-0.7,-49.04,0.58,index_zh_a_hist
2024-08-22,6950.81,6889.06,6980.65,6876.8,7144931,18201301523.3,1.5,-0.73,-50.55,0.72,index_zh_a_hist
2024-08-23,6871.7,6871.7,6908.35,6832.75,5933592,15280055906.2,1.1,-0.25,-17.36,0.6,index_zh_a_hist
2024-08-26,6859.77,6806.41,6861.1,6777.31,8939251,19839566571.7,1.22,-0.95,-65.29,0.9,index_zh_a_hist
2024-08-27,6791.65,6802.66,6848.41,6776.61,7551437,16657953808.7,1.05,-0.06,-3.75,0.76,index_zh_a_hist
2024-08-28,6786.89,6792.51,6825.38,6767.87,6664948,15832441612.1,0.85,-0.15,-10.15,0.67,index_zh_a_hist
2024-08-29,6777.01,6892.27,6916.22,6771.76,7699645,18187031819.0,2.13,1.47,99.76,0.78,index_zh_a_hist
2024-08-30,6919.68,6977.45,7069.1,6878.25,11040559,26217893701.2,2.77,1.24,85.18,1.11,index_zh_a_hist
2024-09-02,6957.65,6841.37,6960.96,6840.86,10389299,22488019021.3,1.72,-1.95,-136.08,1.05,index_zh_a_hist
2024-09-03,6829.41,6908.57,6979.41,6817.4,7958330,18447587780.3,2.37,0.98,67.2,0.8,index_zh_a_hist
2024-09-04,6891.69,6921.32,7003.08,6881.33,7561012,17395584568.6,1.76,0.18,12.75,0.76,index_zh_a_hist
2024-09-05,6927.93,6989.64,7022.21,6927.93,6698888,15456650916.8,1.36,0.99,68.32,0.67,index_zh_a_hist
2024-09-06,6996.03,6873.38,7000.23,6872.64,5457340,12565220363.1,1.83,-1.66,-116.26,0.55,index_zh_a_hist
2024-09-09,6857.13,6861.35,6936.73,6834.81,8713893,20171550754.8,1.48,-0.18,-12.03,0.88,index_zh_a_hist
2024-09-10,6853.12,6786.34,6857.19,6733.03,8213094,19805193093.1,1.81,-1.09,-75.01,0.83,index_zh_a_hist
2024-09-11,6762.59,6821.17,6849.86,6736.5,6888148,17373402330.0,1.67,0.51,34.83,0.69,index_zh_a_hist
2024-09-12,6818.6,6736.66,6870.81,6736.25,8133432,19275686294.6,1.97,-1.24,-84.51,0.82,index_zh_a_hist
2024-09-13,6740.06,6676.3,6744.66,6674.74,7673311,18373959840.0,1.04,-0.9,-60.36,0.77,index_zh_a_hist
2024-09-18,6666.77,6657.43,6687.78,6611.75,6479607,14606172260.4,1.14,-0.28,-18.87,0.65,index_zh_a_hist
2024-09-19,6683.69,6731.58,6792.58,6611.06,9645316,21672259983.1,2.73,1.11,74.15,0.97,index_zh_a_hist
2024-09-20,6726.2,6657.38,6726.2,6606.71,8073603,19459334698.7,1.78,-1.1,-74.2,0.81,index_zh_a_hist
2024-09-23,6702.13,6616.23,6750.03,6612.5,7897837,19895199008.4,2.07,-0.62,-41.15,0.8,index_zh_a_hist
2024-09-24,6669.66,6852.64,6852.76,6609.52,13792452,32257104488.1,3.68,3.57,236.41,1.39,index_zh_a_hist
2024-09-25,6923.54,6937.31,7064.0,6923.54,15960062,39307263230.8,2.05,1.24,84.67,1.61,index_zh_a_hist
2024-09-26,6915.2,7249.74,7249.74,6868.51,17091801,41312691891.3,5.5,4.5,312.43,1.72,index_zh_a_hist
2024-09-27,7397.42,7754.54,7809.21,7396.28,21192394,55587328774.4,5.7,6.96,504.8,2.13,index_zh_a_hist
2024-09-30,8157.06,8583.05,8622.19,8044.47,35626670,98457909597.3,7.45,10.68,828.51,3.59,index_zh_a_hist
2024-10-08,9708.96,9304.53,9708.96,8852.91,44646018,142496674489.0,9.97,8.41,721.48,4.49,index_zh_a_hist
2024-10-09,9073.02,8532.11,9164.96,8529.27,35150974,105168687543.4,6.83,-8.3,-772.42,3.54,index_zh_a_hist
2024-10-10,8584.44,8519.21,8830.58,8405.71,23556180,69664805140.7,4.98,-0.15,-12.9,2.37,index_zh_a_hist
2024-10-11,8473.54,8119.64,8473.54,8028.6,18426755,51228459392.1,5.22,-4.69,-399.57,1.86,index_zh_a_hist
2024-10-14,8153.13,8182.13,8211.32,7960.66,17129308,47296936409.3,3.09,0.77,62.49,1.72,index_zh_a_hist
2024-10-15,8175.51,7960.49,8230.3,7960.07,14218911,39346996143.3,3.3,-2.71,-221.64,1.43,index_zh_a_hist
2024-10-16,7840.97,7841.03,7957.17,7799.76,12139270,33535313068.3,1.98,-1.5,-119.46,1.22,index_zh_a_hist
2024-10-17,7887.23,7768.4,7949.9,7768.4,12960016,34091133709.5,2.31,-0.93,-72.63,1.3,index_zh_a_hist
