date,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_source
2020-11-10,14733.63,14433.96,14823.98,14383.86,14223330,51655676160.0,3.01,-1.15,-168.04,1.43,index_zh_a_hist
2020-11-11,14376.04,14092.79,14376.04,14051.14,12175784,48680146176.0,2.25,-2.36,-341.17,1.23,index_zh_a_hist
2020-11-12,14155.26,14233.51,14367.17,14143.96,9740132,37384339968.0,1.58,1.0,140.72,0.98,index_zh_a_hist
2020-11-13,14181.19,14163.13,14181.19,14065.39,8889730,33490071808.0,0.81,-0.49,-70.38,0.9,index_zh_a_hist
2020-11-16,14235.72,14283.77,14286.02,14099.86,9677836,34378697216.0,1.31,0.85,120.64,0.97,index_zh_a_hist
2020-11-17,14238.92,13922.82,14238.92,13841.26,10647311,41708898048.0,2.78,-2.53,-360.95,1.07,index_zh_a_hist
2020-11-18,13943.99,13722.76,14029.77,13697.52,9518072,36758668544.0,2.39,-1.44,-200.06,0.96,index_zh_a_hist
2020-11-19,13697.83,13815.01,13843.25,13590.87,8096922,30261064704.0,1.84,0.67,92.25,0.82,index_zh_a_hist
2020-11-20,13841.66,13893.49,13965.15,13841.66,8595953,29030694656.0,0.89,0.57,78.48,0.87,index_zh_a_hist
2020-11-23,13947.27,13863.77,13950.85,13758.66,11495042,37272108544.0,1.38,-0.21,-29.72,1.16,index_zh_a_hist
2020-11-24,13845.73,13741.39,13845.73,13683.72,9666335,29043392000.0,1.17,-0.88,-122.38,0.97,index_zh_a_hist
2020-11-25,13735.67,13445.08,13735.67,13445.08,11520099,38553453824.0,2.11,-2.16,-296.31,1.16,index_zh_a_hist
2020-11-26,13462.19,13409.96,13560.7,13324.33,8500791,28583471360.0,1.76,-0.26,-35.12,0.86,index_zh_a_hist
2020-11-27,13424.87,13489.13,13539.92,13303.9,7610000,25066260224.0,1.76,0.59,79.17,0.77,index_zh_a_hist
2020-11-30,13504.17,13520.52,13621.69,13328.27,10981675,37255202304.0,2.18,0.23,31.39,1.11,index_zh_a_hist
2020-12-01,13539.11,13898.93,13909.43,13539.11,11539054,41781280000.0,2.74,2.8,378.41,1.16,index_zh_a_hist
2020-12-02,13920.12,13860.78,13949.13,13740.69,9608065,32150643456.0,1.5,-0.27,-38.15,0.97,index_zh_a_hist
2020-12-03,13875.84,14192.34,14278.65,13849.41,13425274,47342119424.0,3.1,2.39,331.56,1.35,index_zh_a_hist
2020-12-04,14162.56,14363.12,14375.91,14103.37,10658552,37998018816.0,1.92,1.2,170.78,1.07,index_zh_a_hist
2020-12-07,14224.29,14199.92,14312.13,14131.4,12629644,44548938496.0,1.26,-1.14,-163.2,1.27,index_zh_a_hist
2020-12-08,14229.81,14174.5,14281.25,14142.28,9519082,32435301376.0,0.98,-0.18,-25.42,0.96,index_zh_a_hist
2020-12-09,14211.45,13999.92,14269.88,13994.88,10865582,39366736640.0,1.94,-1.23,-174.58,1.09,index_zh_a_hist
2020-12-10,13939.63,14102.6,14130.19,13880.03,10176035,38939242496.0,1.79,0.73,102.68,1.02,index_zh_a_hist
2020-12-11,14138.75,13960.39,14180.98,13866.0,14400522,50395169536.0,2.23,-1.01,-142.21,1.45,index_zh_a_hist
2020-12-14,13955.54,14123.31,14129.03,13864.15,8876070,35817439744.0,1.9,1.17,162.92,0.89,index_zh_a_hist
2020-12-15,14092.72,14374.2,14471.08,14058.06,10269797,47672743680.0,2.92,1.78,250.89,1.03,index_zh_a_hist
2020-12-16,14400.96,14451.0,14502.02,14278.37,8999443,39336513792.0,1.56,0.53,76.8,0.91,index_zh_a_hist
2020-12-17,14619.19,14804.57,14897.54,14619.19,11487923,57288425728.0,1.93,2.45,353.57,1.16,index_zh_a_hist
2020-12-18,14807.7,14744.75,14873.13,14654.4,9237674,42151116800.0,1.48,-0.4,-59.82,0.93,index_zh_a_hist
2020-12-21,14756.32,14915.78,14938.62,14637.07,10222208,44093399040.0,2.05,1.16,171.03,1.03,index_zh_a_hist
2020-12-22,14918.25,14850.35,15156.96,14826.29,14488741,55520651776.0,2.22,-0.44,-65.43,1.46,index_zh_a_hist
2020-12-23,14865.51,14798.57,14880.59,14596.26,11684130,45903181312.0,1.91,-0.35,-51.78,1.18,index_zh_a_hist
2020-12-24,14814.13,14765.26,14932.54,14724.86,10927125,40521675776.0,1.4,-0.23,-33.31,1.1,index_zh_a_hist
2020-12-25,14731.74,15045.66,15069.21,14723.98,9117348,38463702016.0,2.34,1.9,280.4,0.92,index_zh_a_hist
2020-12-28,15110.16,14868.48,15110.54,14849.71,11335182,43338834944.0,1.73,-1.18,-177.18,1.14,index_zh_a_hist
2020-12-29,14859.66,14736.5,14916.14,14644.68,9822824,35978590464.0,1.83,-0.89,-131.98,0.99,index_zh_a_hist
2020-12-30,14727.42,14942.76,14972.31,14723.55,9004476,36237465344.0,1.69,1.4,206.26,0.91,index_zh_a_hist
2020-12-31,14957.29,15102.67,15152.97,14859.94,10934708,47621381120.0,1.96,1.07,159.91,1.1,index_zh_a_hist
2021-01-04,15046.68,15103.87,15215.15,14957.57,13750026,63642780672.0,1.71,0.01,1.2,1.38,index_zh_a_hist
2021-01-05,15062.27,15411.83,15411.83,15042.45,14984404,66829433856.0,2.45,2.04,307.96,1.51,index_zh_a_hist
2021-01-06,15511.91,15670.0,15674.17,15400.12,15649067,66504689408.0,1.78,1.68,258.17,1.58,index_zh_a_hist
2021-01-07,15706.19,15767.29,15767.29,15518.32,14451875,59778159360.0,1.59,0.62,97.29,1.46,index_zh_a_hist
2021-01-08,15790.16,15803.2,15977.78,15653.53,13244674,57898685184.0,2.06,0.23,35.91,1.33,index_zh_a_hist
2021-01-11,15761.13,15528.02,15850.94,15432.35,13815675,60753532672.0,2.65,-1.74,-275.18,1.39,index_zh_a_hist
2021-01-12,15491.46,15759.89,15762.61,15405.12,11664137,50163612672.0,2.3,1.49,231.87,1.17,index_zh_a_hist
2021-01-13,15795.21,15511.64,15797.45,15396.13,13849083,54631343360.0,2.55,-1.58,-248.25,1.39,index_zh_a_hist
2021-01-14,15471.76,15318.36,15559.57,15265.99,11910367,49829041920.0,1.89,-1.25,-193.28,1.2,index_zh_a_hist
2021-01-15,15308.63,15278.7,15328.93,15047.1,10190803,42785464832.0,1.84,-0.26,-39.66,1.03,index_zh_a_hist
2021-01-18,15237.82,15315.14,15430.71,15044.52,9956828,38502320128.0,2.53,0.24,36.44,1.0,index_zh_a_hist
2021-01-19,15324.58,15063.05,15355.7,15031.31,10604797,43577286400.0,2.12,-1.65,-252.09,1.07,index_zh_a_hist
2021-01-20,15123.46,15561.37,15578.8,15112.58,10181605,45972669440.0,3.1,3.31,498.32,1.03,index_zh_a_hist
2021-01-21,15701.88,15909.37,15967.14,15701.88,13818668,57996287744.0,1.7,2.24,348.0,1.39,index_zh_a_hist
2021-01-22,15975.12,16585.59,16589.04,15964.24,17821728,75092832256.0,3.93,4.25,676.22,1.79,index_zh_a_hist
2021-01-25,16683.78,16674.32,16798.95,16505.66,16757348,73183858688.0,1.77,0.53,88.73,1.69,index_zh_a_hist
2021-01-26,16585.97,16218.65,16585.97,16192.79,13684949,59316188416.0,2.36,-2.73,-455.67,1.38,index_zh_a_hist
2021-01-27,16206.58,16129.59,16303.64,15874.56,10997695,48190340096.0,2.65,-0.55,-89.06,1.11,index_zh_a_hist
2021-01-28,15929.62,15657.49,16084.27,15640.17,12224982,50266867968.0,2.75,-2.93,-472.1,1.23,index_zh_a_hist
2021-01-29,15767.53,15538.13,15879.73,15350.35,11256618,46298283264.0,3.38,-0.76,-119.36,1.13,index_zh_a_hist
2021-02-01,15572.7,15860.22,15879.85,15534.52,11716114,46284182016.0,2.22,2.07,322.09,1.18,index_zh_a_hist
2021-02-02,15926.78,16117.09,16157.58,15700.5,11066936,47294089216.0,2.88,1.62,256.87,1.11,index_zh_a_hist
2021-02-03,16103.2,16215.46,16463.91,16032.77,11452092,51102551808.0,2.68,0.61,98.37,1.15,index_zh_a_hist
2021-02-04,16082.97,16001.45,16307.59,15807.62,11295402,47333914624.0,3.08,-1.32,-214.01,1.14,index_zh_a_hist
2021-02-05,16093.73,16344.56,16579.89,16050.62,10970589,56904473344.0,3.31,2.14,343.11,1.1,index_zh_a_hist
2021-02-08,16382.16,16689.12,16694.92,16320.03,11203445,54586367232.0,2.29,2.11,344.56,1.13,index_zh_a_hist
2021-02-09,16750.34,17017.49,17071.27,16690.54,12156220,55403675136.0,2.28,1.97,328.37,1.22,index_zh_a_hist
2021-02-10,17050.97,17499.51,17562.09,16900.41,13928142,65196652800.0,3.89,2.83,482.02,1.4,index_zh_a_hist
2021-02-18,17710.64,16844.78,17718.23,16799.33,15610969,75944628224.0,5.25,-3.74,-654.73,1.57,index_zh_a_hist
2021-02-19,16745.93,16863.77,16904.2,16397.42,13395184,59512952320.0,3.01,0.11,18.99,1.35,index_zh_a_hist
2021-02-22,16846.99,16148.71,16846.99,16148.71,15755435,66631574016.0,4.14,-4.24,-715.06,1.59,index_zh_a_hist
2021-02-23,15958.37,16090.06,16345.88,15938.59,12617654,51737998080.0,2.52,-0.36,-58.65,1.27,index_zh_a_hist
2021-02-24,16097.18,15468.62,16111.99,15342.25,13655487,60790676224.0,4.78,-3.86,-621.44,1.37,index_zh_a_hist
2021-02-25,15583.84,15452.23,15698.05,15389.6,11006785,47868318976.0,1.99,-0.11,-16.39,1.11,index_zh_a_hist
2021-02-26,15155.95,15191.06,15484.34,14996.68,11620341,51872851456.0,3.16,-1.69,-261.17,1.17,index_zh_a_hist
2021-03-01,15360.38,15389.87,15401.06,15090.26,10805622,48642610944.0,2.05,1.31,198.81,1.09,index_zh_a_hist
2021-03-02,15476.22,15073.49,15487.07,14943.49,10483801,48063328512.0,3.53,-2.06,-316.38,1.06,index_zh_a_hist
2021-03-03,15021.42,15328.11,15328.12,14911.64,8962864,38394584064.0,2.76,1.69,254.62,0.9,index_zh_a_hist
2021-03-04,15151.54,14750.91,15151.54,14678.64,10754892,48309562368.0,3.09,-3.77,-577.2,1.08,index_zh_a_hist
2021-03-05,14513.96,14779.86,14885.54,14449.01,9541125,40545404672.0,2.96,0.2,28.95,0.96,index_zh_a_hist
2021-03-08,14885.67,14014.48,14969.8,14013.13,12056676,52594906880.0,6.47,-5.18,-765.38,1.21,index_zh_a_hist
2021-03-09,14000.27,13588.29,14049.29,13438.97,13966051,54931438336.0,4.35,-3.04,-426.19,1.41,index_zh_a_hist
2021-03-10,13880.57,13825.33,14011.87,13734.49,9741335,41910706176.0,2.04,1.74,237.04,0.98,index_zh_a_hist
2021-03-11,13873.54,14176.4,14328.03,13821.4,9492512,42670031616.0,3.66,2.54,351.07,0.96,index_zh_a_hist
2021-03-12,14250.55,14209.35,14253.68,13947.55,8917958,37608035328.0,2.16,0.23,32.95,0.9,index_zh_a_hist
2021-03-15,14097.62,13703.67,14136.88,13532.78,9046275,40297479680.0,4.25,-3.56,-505.68,0.91,index_zh_a_hist
2021-03-16,13813.2,13853.87,13899.6,13607.81,8155746,32629185792.0,2.13,1.1,150.2,0.82,index_zh_a_hist
2021-03-17,13809.77,13944.9,14007.57,13629.02,7964705,31440982016.0,2.73,0.66,91.03,0.8,index_zh_a_hist
2021-03-18,14007.2,14247.62,14271.95,13968.17,10272429,39139673344.0,2.18,2.17,302.72,1.03,index_zh_a_hist
2021-03-19,13996.11,13974.86,14210.3,13883.31,10766773,38908814848.0,2.3,-1.91,-272.76,1.08,index_zh_a_hist
2021-03-22,13975.85,14096.57,14246.35,13896.64,9255176,35379459072.0,2.5,0.87,121.71,0.93,index_zh_a_hist
2021-03-23,14103.42,14055.32,14242.85,13910.77,8785032,32036507392.0,2.36,-0.29,-41.25,0.88,index_zh_a_hist
2021-03-24,13971.73,14002.98,14197.98,13925.26,9013602,35479055872.0,1.94,-0.37,-52.34,0.91,index_zh_a_hist
2021-03-25,13901.35,14134.8,14188.44,13813.61,7799689,33478614528.0,2.68,0.94,131.82,0.79,index_zh_a_hist
2021-03-26,14203.12,14564.15,14612.03,14203.12,9131858,42091991808.0,2.89,3.04,429.35,0.92,index_zh_a_hist
2021-03-29,14548.93,14522.24,14651.97,14376.66,9183478,38303930880.0,1.89,-0.29,-41.91,0.92,index_zh_a_hist
2021-03-30,14491.95,14721.53,14849.64,14481.23,9486919,40254742528.0,2.54,1.37,199.29,0.96,index_zh_a_hist
2021-03-31,14702.48,14592.58,14702.48,14464.33,8516804,32740543232.0,1.62,-0.88,-128.95,0.86,index_zh_a_hist
2021-04-01,14612.8,14907.41,14923.82,14612.8,8015322,31660147200.0,2.13,2.16,314.83,0.81,index_zh_a_hist
2021-04-02,14930.85,14993.51,15098.24,14880.11,7393979,32901248768.0,1.46,0.58,86.1,0.74,index_zh_a_hist
2021-04-06,14996.12,14793.34,15022.7,14753.95,7891511,30978495232.0,1.79,-1.34,-200.17,0.79,index_zh_a_hist
2021-04-07,14792.98,14726.63,14807.14,14525.45,8137949,33266555392.0,1.9,-0.45,-66.71,0.82,index_zh_a_hist
2021-04-08,14671.69,14948.0,14968.23,14570.23,9965429,36297767680.0,2.7,1.5,221.37,1.0,index_zh_a_hist
2021-04-09,14911.33,14721.52,14962.03,14658.25,8653274,31653460736.0,2.03,-1.52,-226.48,0.87,index_zh_a_hist
2021-04-12,14654.89,14334.99,14773.12,14289.7,9998241,39756437504.0,3.28,-2.63,-386.53,1.01,index_zh_a_hist
2021-04-13,14314.91,14495.45,14643.66,14314.91,8710960,34352185344.0,2.29,1.12,160.46,0.88,index_zh_a_hist
2021-04-14,14524.66,14549.89,14647.08,14350.38,8919899,37618378240.0,2.05,0.38,54.44,0.9,index_zh_a_hist
2021-04-15,14505.28,14516.55,14606.86,14342.08,9404409,35205170432.0,1.82,-0.23,-33.34,0.95,index_zh_a_hist
2021-04-16,14568.2,14477.0,14570.43,14324.64,10423139,39366305536.0,1.69,-0.27,-39.55,1.05,index_zh_a_hist
2021-04-19,14453.27,14846.94,14852.66,14360.99,11107742,45551756032.0,3.4,2.56,369.94,1.12,index_zh_a_hist
2021-04-20,14834.52,14891.84,14996.62,14708.39,11563042,44937784832.0,1.94,0.3,44.9,1.16,index_zh_a_hist
2021-04-21,14824.88,15177.54,15180.3,14816.36,13686057,49069486080.0,2.44,1.92,285.7,1.38,index_zh_a_hist
2021-04-22,15212.37,15187.38,15257.03,15075.2,11738139,43773119488.0,1.2,0.06,9.84,1.18,index_zh_a_hist
2021-04-23,15223.9,15483.9,15554.27,15223.9,11711705,50900943872.0,2.18,1.95,296.52,1.18,index_zh_a_hist
2021-04-26,15630.99,15441.38,15931.34,15435.01,16453964,68573584896.0,3.21,-0.27,-42.52,1.66,index_zh_a_hist
2021-04-27,15440.08,15818.57,15831.5,15363.52,13796619,52760294912.0,3.03,2.44,377.19,1.39,index_zh_a_hist
2021-04-28,15829.07,16108.86,16113.69,15756.94,15875854,63097183232.0,2.26,1.84,290.29,1.6,index_zh_a_hist
2021-04-29,16098.52,16075.98,16175.71,15857.34,15962785,59710301952.0,1.98,-0.2,-32.88,1.61,index_zh_a_hist
2021-04-30,16053.79,16318.5,16449.29,16051.68,18758950,68941463552.0,2.47,1.51,242.52,1.89,index_zh_a_hist
2021-05-06,16031.26,15727.19,16031.26,15520.85,19598958,78076141568.0,3.13,-3.62,-591.31,1.97,index_zh_a_hist
2021-05-07,15774.8,15276.09,15854.5,15276.09,14683804,57366892032.0,3.68,-2.87,-451.1,1.48,index_zh_a_hist
2021-05-10,15416.85,15519.68,15703.18,15406.87,12147727,46547806976.0,1.94,1.59,243.59,1.22,index_zh_a_hist
2021-05-11,15451.73,15779.68,15814.06,15315.3,14071073,53348215296.0,3.21,1.68,260.0,1.42,index_zh_a_hist
2021-05-12,15736.18,16071.38,16098.82,15650.14,14107015,50898860032.0,2.84,1.85,291.7,1.42,index_zh_a_hist
2021-05-13,15917.71,16218.13,16301.81,15917.6,18277009,59067380736.0,2.39,0.91,146.75,1.84,index_zh_a_hist
2021-05-14,16260.1,16565.41,16732.36,16166.45,19374432,72333234176.0,3.49,2.14,347.28,1.95,index_zh_a_hist
2021-05-17,16711.81,16878.62,16979.69,16711.81,16815113,69284290560.0,1.62,1.89,313.21,1.69,index_zh_a_hist
2021-05-18,16861.9,16702.96,16916.1,16523.97,15556353,55252689408.0,2.32,-1.04,-175.66,1.57,index_zh_a_hist
2021-05-19,16681.73,16607.98,16726.84,16475.58,14111283,47454746880.0,1.5,-0.57,-94.98,1.42,index_zh_a_hist
2021-05-20,16554.9,16592.2,16744.04,16542.32,14578116,50071552256.0,1.21,-0.1,-15.78,1.47,index_zh_a_hist
2021-05-21,16659.64,16354.88,16725.22,16336.54,14107498,62335149312.0,2.34,-1.43,-237.32,1.42,index_zh_a_hist
2021-05-24,16345.27,16276.64,16356.29,15894.17,13184115,56506140416.0,2.83,-0.48,-78.24,1.33,index_zh_a_hist
2021-05-25,16415.22,16698.59,16720.1,16415.22,14686034,65069619712.0,1.87,2.59,421.95,1.48,index_zh_a_hist
2021-05-26,16641.46,16715.9,16810.23,16502.53,16039256,65277021440.0,1.84,0.1,17.31,1.61,index_zh_a_hist
2021-05-27,16677.83,16809.28,16873.62,16496.35,15806263,61308254720.0,2.26,0.56,93.38,1.59,index_zh_a_hist
2021-05-28,16798.18,16489.12,16809.37,16372.35,15514949,63333664512.0,2.6,-1.9,-320.16,1.56,index_zh_a_hist
2021-05-31,16530.44,16752.03,16826.98,16493.68,16241776,64475495424.0,2.02,1.59,262.91,1.64,index_zh_a_hist
2021-06-01,16797.48,16952.0,16976.7,16604.55,14176802,60931469568.0,2.22,1.19,199.97,1.43,index_zh_a_hist
2021-06-02,17011.38,16678.0,17041.81,16611.59,14577540,62118610176.0,2.54,-1.62,-274.0,1.47,index_zh_a_hist
2021-06-03,16625.66,16468.28,16710.25,16453.15,11760972,52069721856.0,1.54,-1.26,-209.72,1.18,index_zh_a_hist
2021-06-04,16408.46,16581.11,16681.8,16308.74,10806327,47291553792.0,2.27,0.69,112.83,1.09,index_zh_a_hist
2021-06-07,16585.73,16644.25,16681.4,16378.24,10968833,46727881728.0,1.83,0.38,63.14,1.1,index_zh_a_hist
2021-06-08,16641.71,16411.31,16814.56,16266.09,11178097,53949689088.0,3.3,-1.4,-232.94,1.13,index_zh_a_hist
2021-06-09,16328.32,16405.08,16488.62,16221.36,9337802,42813089024.0,1.63,-0.04,-6.23,0.94,index_zh_a_hist
2021-06-10,16457.38,16588.05,16696.04,16429.7,10353889,45933098496.0,1.62,1.12,182.97,1.04,index_zh_a_hist
2021-06-11,16615.24,16489.49,16617.59,16295.93,12498759,51806021888.0,1.94,-0.59,-98.56,1.26,index_zh_a_hist
2021-06-15,16435.38,16170.03,16499.81,16128.93,11901575,51449460992.0,2.25,-1.94,-319.46,1.2,index_zh_a_hist
2021-06-16,16177.43,15734.61,16209.93,15727.01,9534854,44926916096.0,2.99,-2.69,-435.42,0.96,index_zh_a_hist
2021-06-17,15727.3,15798.35,15945.0,15703.46,8379098,38158417408.0,1.54,0.41,63.74,0.84,index_zh_a_hist
2021-06-18,15892.15,15929.87,16060.26,15776.6,10191189,42209427712.0,1.8,0.83,131.52,1.03,index_zh_a_hist
2021-06-21,15901.01,16035.36,16109.23,15772.21,10814846,46527314432.0,2.12,0.66,105.49,1.09,index_zh_a_hist
2021-06-22,16050.55,16346.97,16368.97,15903.67,11267965,59044052992.0,2.9,1.94,311.61,1.13,index_zh_a_hist
2021-06-23,16361.98,16348.16,16500.42,16277.57,11318226,54373686528.0,1.36,0.01,1.19,1.14,index_zh_a_hist
2021-06-24,16325.55,16111.46,16335.64,15960.22,10155677,46324124928.0,2.3,-1.45,-236.7,1.02,index_zh_a_hist
2021-06-25,16147.65,16452.32,16478.45,16083.35,10932144,51137008384.0,2.45,2.12,340.86,1.1,index_zh_a_hist
2021-06-28,16504.15,16765.81,16775.65,16476.42,12018695,58091292160.0,1.82,1.91,313.49,1.21,index_zh_a_hist
2021-06-29,16812.17,16616.0,16814.64,16557.69,11112663,49376329728.0,1.53,-0.89,-149.81,1.12,index_zh_a_hist
2021-06-30,16618.11,16654.98,16712.14,16550.05,11118760,44400289024.0,0.98,0.23,38.98,1.12,index_zh_a_hist
2021-07-01,16694.16,16930.98,17071.86,16694.16,15749470,60426621184.0,2.27,1.66,276.0,1.59,index_zh_a_hist
2021-07-02,16843.29,16278.44,16843.29,16263.47,14006327,60181681152.0,3.42,-3.85,-652.54,1.41,index_zh_a_hist
2021-07-05,16184.87,16116.98,16341.48,16052.62,12512670,58471961344.0,1.77,-0.99,-161.46,1.26,index_zh_a_hist
2021-07-06,16145.0,15568.22,16145.0,15247.11,14412831,72725237760.0,5.57,-3.4,-548.76,1.45,index_zh_a_hist
2021-07-07,15469.91,15899.01,15990.56,15427.76,10513531,52970566400.0,3.62,2.12,330.79,1.06,index_zh_a_hist
2021-07-08,15967.31,15602.94,15999.3,15598.58,12557600,52803764992.0,2.52,-1.86,-296.07,1.26,index_zh_a_hist
2021-07-09,15534.94,15584.42,15644.21,15227.09,10164060,47219062272.0,2.67,-0.12,-18.52,1.02,index_zh_a_hist
2021-07-12,15689.83,15930.7,15996.29,15446.16,12427166,56974278144.0,3.53,2.22,346.28,1.25,index_zh_a_hist
2021-07-13,15901.53,15968.13,16100.74,15812.1,10196599,44871851520.0,1.81,0.23,37.43,1.03,index_zh_a_hist
2021-07-14,15901.7,16070.14,16258.94,15850.64,13314837,58734097664.0,2.56,0.64,102.01,1.34,index_zh_a_hist
2021-07-15,16049.18,16147.59,16148.99,15898.12,12685166,51116303360.0,1.56,0.48,77.45,1.28,index_zh_a_hist
2021-07-16,16153.52,16023.21,16168.4,15980.31,11702828,53078054912.0,1.16,-0.77,-124.38,1.18,index_zh_a_hist
2021-07-19,16055.33,16335.52,16357.65,16038.46,12578344,56315843584.0,1.99,1.95,312.31,1.27,index_zh_a_hist
2021-07-20,16354.91,16437.93,16549.49,16310.66,12895376,52122227200.0,1.46,0.63,102.41,1.3,index_zh_a_hist
2021-07-21,16462.45,16605.27,16630.54,16383.25,12459876,57110147840.0,1.5,1.02,167.34,1.25,index_zh_a_hist
2021-07-22,16589.27,16081.16,16589.27,16019.87,12522827,63910333440.0,3.43,-3.16,-524.11,1.26,index_zh_a_hist
2021-07-23,16011.4,15610.0,16013.66,15572.98,12838784,60646425344.0,2.74,-2.93,-471.16,1.29,index_zh_a_hist
2021-07-26,15472.58,14831.93,15472.58,14541.38,16428572,74422050816.0,5.97,-4.98,-778.07,1.65,index_zh_a_hist
2021-07-27,14748.53,14318.85,14873.68,14310.22,13532247,64238586368.0,3.8,-3.46,-513.08,1.36,index_zh_a_hist
2021-07-28,14222.25,14672.82,14677.77,14130.08,14172543,61993746944.0,3.82,2.47,353.97,1.43,index_zh_a_hist
2021-07-29,14942.63,14990.05,15109.06,14870.53,12929517,60425634304.0,1.63,2.16,317.23,1.3,index_zh_a_hist
2021-07-30,14876.6,14865.7,14902.05,14509.63,15359029,64698592512.0,2.62,-0.83,-124.35,1.55,index_zh_a_hist
2021-08-02,14817.84,15043.85,15096.33,14345.64,15704675,71091888128.0,5.05,1.2,178.15,1.58,index_zh_a_hist
2021-08-03,14971.93,15638.36,15682.79,14947.99,20229275,81773289472.0,4.88,3.95,594.51,2.04,index_zh_a_hist
2021-08-04,15629.64,15553.17,15646.79,15348.6,16624102,67698790400.0,1.91,-0.54,-85.19,1.67,index_zh_a_hist
2021-08-05,15488.93,15455.93,15680.31,15426.42,16663266,72873766912.0,1.63,-0.63,-97.24,1.68,index_zh_a_hist
2021-08-06,15330.46,14917.01,15336.18,14813.45,14554971,68322990592.0,3.38,-3.49,-538.92,1.47,index_zh_a_hist
2021-08-09,14774.92,15041.13,15079.08,14749.19,12495748,52346360576.0,2.21,0.83,124.12,1.26,index_zh_a_hist
2021-08-10,15097.07,15193.32,15196.26,14875.87,11605155,53919567616.0,2.13,1.01,152.19,1.17,index_zh_a_hist
2021-08-11,15154.12,14898.5,15154.12,14883.42,11767173,49227964672.0,1.78,-1.94,-294.82,1.18,index_zh_a_hist
2021-08-12,14774.93,14699.82,14954.47,14655.09,10643582,47275346944.0,2.01,-1.33,-198.68,1.07,index_zh_a_hist
2021-08-13,14718.01,14648.83,14807.12,14541.8,11421208,49044469248.0,1.8,-0.35,-50.99,1.15,index_zh_a_hist
2021-08-16,14592.72,14655.42,14741.15,14557.28,11043537,43551915008.0,1.26,0.04,6.59,1.11,index_zh_a_hist
2021-08-17,14618.51,14137.73,14711.4,14115.69,13286933,55379750912.0,4.06,-3.53,-517.69,1.34,index_zh_a_hist
2021-08-18,14186.0,14187.19,14317.92,14087.93,10126063,42940613120.0,1.63,0.35,49.46,1.02,index_zh_a_hist
2021-08-19,14204.86,14243.49,14381.48,14167.52,11512660,44398665984.0,1.51,0.4,56.3,1.16,index_zh_a_hist
2021-08-20,14048.79,13523.84,14048.79,13421.22,14899080,67979386368.0,4.41,-5.05,-719.65,1.5,index_zh_a_hist
2021-08-23,13540.0,13725.84,13775.58,13356.53,12612768,58667919872.0,3.1,1.49,202.0,1.27,index_zh_a_hist
2021-08-24,13784.19,13964.44,14013.53,13729.34,12573492,57131936512.0,2.07,1.74,238.6,1.27,index_zh_a_hist
2021-08-25,13952.35,14089.53,14133.08,13860.77,11358740,48384671232.0,1.95,0.9,125.09,1.14,index_zh_a_hist
2021-08-26,14056.41,13582.04,14056.41,13564.16,12477019,50104029952.0,3.49,-3.6,-507.49,1.26,index_zh_a_hist
2021-08-27,13563.17,13539.23,13824.92,13508.75,11024526,45622552576.0,2.33,-0.32,-42.81,1.11,index_zh_a_hist
2021-08-30,13661.38,13507.9,13692.0,13425.08,13440505,57257207552.0,1.97,-0.23,-31.33,1.35,index_zh_a_hist
2021-08-31,13530.94,13282.72,13603.72,13202.19,11914214,49837452544.0,2.97,-1.67,-225.18,1.2,index_zh_a_hist
2021-09-01,13292.85,13435.97,13577.86,13018.45,13117578,50963357184.0,4.21,1.15,153.25,1.32,index_zh_a_hist
2021-09-02,13437.74,13072.43,13465.83,13054.63,11472950,48442341888.0,3.06,-2.71,-363.54,1.16,index_zh_a_hist
2021-09-03,13048.56,13142.44,13245.76,12896.39,12318737,44956695808.0,2.67,0.54,70.01,1.24,index_zh_a_hist
2021-09-06,13194.69,13732.74,13784.73,13181.78,15750612,58917107200.0,4.59,4.49,590.3,1.59,index_zh_a_hist
2021-09-07,13759.94,13715.55,13760.95,13574.26,12156495,43976543232.0,1.36,-0.13,-17.19,1.22,index_zh_a_hist
2021-09-08,13749.12,13630.48,13780.38,13564.17,12532930,38858928384.0,1.58,-0.62,-85.07,1.26,index_zh_a_hist
2021-09-09,13625.56,13621.91,13745.13,13551.7,10732562,35335254272.0,1.42,-0.06,-8.57,1.08,index_zh_a_hist
2021-09-10,13604.13,13550.26,13643.33,13436.68,10732723,35574051072.0,1.52,-0.53,-71.65,1.08,index_zh_a_hist
2021-09-13,13574.23,13476.71,13772.94,13424.9,11580231,39041796096.0,2.57,-0.54,-73.55,1.17,index_zh_a_hist
2021-09-14,13472.08,13558.47,13717.85,13472.08,12637553,44051247872.0,1.82,0.61,81.76,1.27,index_zh_a_hist
2021-09-15,13530.99,13340.86,13530.99,13294.25,11045079,44295921664.0,1.75,-1.6,-217.61,1.11,index_zh_a_hist
2021-09-16,13314.38,13359.38,13500.28,13209.52,12827737,45538720768.0,2.18,0.14,18.52,1.29,index_zh_a_hist
2021-09-17,13340.56,13884.7,13964.52,13265.17,13167461,57114750208.0,5.23,3.93,525.32,1.33,index_zh_a_hist
